Report: 
  data set: C201_200.csv
  type: narrow window - clustered
  vehicle capacity: 200
GA parameters: 
  generation span: 100  population size: 300
  tournament size: 3
  elitism: 0
  crossover rate: 0.8
  mutation rate: 0.1
62 900.6286336109794 997.3971020162812 136.15464637849212
63 900.5694693980471 992.7613040408498 144.75984488340805
64 800.5958540354872 985.0863775280864 147.41540443524866
65 900.5962446715878 958.7347968986534 140.88962129160714
66 900.6234338310311 931.7098327091278 128.13193999729722
67 900.6377155802659 927.7213202332123 139.4762856159685
68 800.6525573749809 905.0408544834554 134.78726264204985
69 900.555274236282 899.3536797225761 131.19500343177438
70 700.5978965418446 883.6559901635488 130.7299377128397
71 700.4891415567731 862.3272386219726 125.61325499988476
72 600.4633163896799 844.0044052367487 128.05219762204496
73 600.4633163896799 831.9842456533135 122.30653093727136
74 800.525270915405 832.98298567447 128.85370834743372
75 600.4333923827201 815.6250225478688 121.44418643140948
76 600.3930312243407 807.2725283868944 122.86297420958121
77 400.33917518045484 799.6273148425211 126.95182872556978
78 600.4619257343828 773.6003915369382 126.4179821282701
79 700.5140393637313 761.9421615407002 119.92091715828654
80 600.4062873058649 743.9243032814514 120.00773828643223
81 500.45171798795644 748.2329736225787 117.06358434199876
82 600.4636310982762 738.5822834358215 105.9939879331765
83 600.4563488578689 740.9137804028212 113.49591135479585
84 600.4618673348316 747.9296691189926 114.75107640270254
85 600.4680977756136 730.2373800359594 117.33825455319327
86 700.4516648434101 717.8718959649642 117.9385291450618
87 700.5158480442657 702.2193684196783 115.6505900469796
88 600.422641606723 685.8767751430856 111.62354932439808
89 700.4818851943166 665.1967360583668 119.01005539645395
90 700.4204922399441 633.8590087858568 108.46629977022177
91 700.4867387550337 618.1910144447978 104.86911720394416
92 600.4535539373968 594.1527010323568 113.1540205761095
93 500.4376267148342 587.1745889487546 110.01378676453633
94 500.37075818727646 603.8283025087193 126.50022182314133
95 600.4140235206062 581.142592620949 108.48170261054051
96 500.3995330243498 587.483935144373 111.67531932780868
97 500.34262864247574 575.4766994073691 109.616494208498
98 400.35015073979235 567.1422735775218 101.82462135217881
99 400.37524872088915 572.127747470509 111.55344244003795
100 500.3688871812788 563.8066663773018 126.78250735077478
run(1) | vehicles(4) | distance(339.1751804548446) | getFitness(400.33917518045484)
Generation | Best_Fitness | Average_Fitness | Deviation
0 1400.862942373983 1379.492455068857 142.214715747596
Generation | Best_Fitness | Average_Fitness | Deviation
1 1400.8144063698599 1320.2138791723173 132.07410701440705
2 1100.6489269841477 1289.1966694924715 139.90261057058055
3 1100.7541147687234 1260.2169506650698 143.33059772446458
4 1100.7705907662503 1242.233743046244 144.55223213102926
5 900.6346980701037 1238.204812946139 153.01779935370092
6 900.6176850900407 1214.8417343304866 148.7951178345578
7 900.6176850900407 1195.8642246597194 144.94523768329117
8 1300.7352610699797 1195.884609292148 151.95182332516669
9 1100.6741857728105 1210.5327662227403 150.8323239329762
10 1100.733947630758 1201.5318246023262 153.43854964475236
11 1200.683336947883 1191.508233249084 140.1969659171989
12 1000.6456497690142 1192.8778443457063 146.36301884579157
13 1000.6301584118314 1194.4966378445642 148.79615289190542
14 1100.6883871175826 1181.5180117202567 138.90853482251913
15 1200.7940700670572 1189.1883759371458 139.19405630684983
16 1200.7677170112165 1202.846193979489 147.45650729946047
17 1000.5987678920335 1221.519539044842 146.68607266178395
18 900.6110343618411 1198.1844983259687 143.79175547101386
19 1000.6682836904226 1177.8572594724053 150.95950220242594
20 1200.76702529473 1171.2209073765107 140.06390628439237
21 1000.6302764940833 1194.87840782973 144.3631164677868
22 1100.6962608254692 1194.5085310791292 150.3386542251465
23 900.658186683788 1198.1964343908742 147.6649433415643
24 1100.692758637669 1207.8269461734333 140.93154181850264
25 1200.7319279990604 1208.518061996283 144.4179690534238
26 1100.750930590795 1185.162337703025 139.72914453347147
27 1100.6833089853421 1190.1706186818512 149.55786034363766
28 1000.6735585325378 1210.1911782586797 151.6116761668624
29 1200.7296501417811 1199.5311695172657 140.27910075774804
30 1000.7595142990874 1196.8427380987898 137.31157375178967
31 1100.688684815234 1188.8706285900564 148.01491456756366
32 1000.6576093092128 1186.2205452021046 138.74016811863441
33 700.6118264548717 1185.534772803872 149.54849970199714
34 1100.7069011562307 1173.8547208957257 147.7835823941746
35 900.6998150976076 1154.489961929772 141.29931293934072
36 1000.7036547577218 1148.4993974022982 144.56851609979825
37 1000.651496590285 1156.8711452178059 144.91907774431883
38 1100.7500214731954 1142.8729786020633 144.09260237919787
39 1000.6593123444637 1135.8284830996852 147.4891950594037
40 900.5046198265397 1128.1704393871328 147.6315163861568
41 900.6404750985064 1119.1486718677336 149.78564570141796
42 900.5046198265397 1120.1549746565317 140.3685362183367
43 900.5220338431157 1117.144037000181 160.95907865374957
44 1100.7542665362703 1083.8254777764998 141.2168046343964
45 1000.6872545303455 1073.8143759950333 142.26235229589668
46 1000.7425987412826 1057.4753826123065 144.880712473626
47 800.5410625411585 1049.439842618117 147.59202150669012
48 1100.633813989387 1023.0900671209531 136.43312483817382
49 1000.5799327839726 1012.0437969539254 139.83133113865813
50 1100.6256820977273 993.0444065131261 129.83574972313835
51 900.5968523682988 985.7030884433839 134.00234228329313
52 800.5033795410044 975.7064561194255 127.1029429704289
53 1000.6235721192015 973.0107394728167 138.38168175929056
54 1100.6256146398887 955.3619457036644 123.37928511902665
55 700.5145777242941 947.0191058877725 132.06025050508174
56 900.5470921784383 936.9909455176731 120.23315690106928
57 700.5097492063219 920.6384516232705 124.3753964477306
58 1100.6383582055048 903.9923161228244 131.1506148408479
59 800.5113139712574 888.9875589110628 132.56704872464533
60 800.5396907063537 879.6405529548424 128.3453788068965
61 700.4762943185564 867.3262076284216 122.03944799620913
62 900.5664162511745 856.9563261718794 122.21306765340572
63 800.5069737783543 828.9491334580351 113.30995936378221
64 800.5569985583653 828.6434362487842 131.2505431132021
65 800.4700526984085 814.6593507087683 122.80748249411795
66 700.4782162699189 781.2865651283784 108.77321648778756
67 700.4767589561234 761.2490277160873 117.15818155934937
68 600.455867825295 762.5876537582337 116.48419778990072
69 500.4512679178041 751.9193693216669 101.84010405211957
70 700.5020397398981 750.5835806702813 106.02166354030003
71 800.530418585961 750.5878619418972 113.32593793975498
72 600.4445022542839 715.5803096670447 112.64204205283198
73 500.4204272407686 698.5728769525992 108.03469733927271
74 600.4549011768099 679.8797594983582 106.3764750679609
75 600.456096519603 663.5485360202579 101.33208342385667
76 500.4231885608713 657.5393628322652 95.52539955846355
77 600.4258020733295 637.5195124402185 99.34591664624652
78 500.4273564672255 639.8492985158429 104.544173006052
79 600.4425510734044 628.1791872885526 103.64209647418484
80 400.3715725263301 628.5133932432033 125.5678030738426
81 400.3972264178355 606.1892157591197 105.56490923895937
82 400.3715725263301 590.8338572189587 103.35944186596154
83 500.3887259086919 569.4988058517702 99.74843996524784
84 400.3715725263301 556.4992657301173 109.89112740594226
85 500.41542529808896 544.1527759113501 111.99508868640739
86 400.3715725263301 522.1287190467793 119.66322624340027
87 400.3732135753792 500.1258292045617 101.87943659078785
88 400.3715725263301 486.1209518454585 109.45115518665759
89 500.4057295717804 466.8053380024113 103.85312102387137
90 600.4505308170907 464.12217733583435 94.85687126280921
91 400.3715725263301 473.7967768956529 120.17921996936421
92 400.33491130014556 452.44121241287803 94.04742490435919
93 400.33491130014556 462.4416054113084 109.14695115052996
94 400.36529196215463 451.1246461034015 101.60477476617578
95 400.36529196215463 467.12251943610113 107.5797440347542
96 400.36529196215463 469.44927733289313 104.02934730623237
97 400.36529196215463 472.4370760737869 105.35093718244227
98 400.33491130014556 465.7637555219824 102.6927778133231
99 400.33491130014556 466.7534137168224 104.14708930755596
100 400.33491130014556 439.0719671098169 90.09921194552555
run(2) | vehicles(4) | distance(334.91130014558877) | getFitness(400.33491130014556)
Generation | Best_Fitness | Average_Fitness | Deviation
0 1100.7379295709468 1376.1534002858914 145.61979584331235
Generation | Best_Fitness | Average_Fitness | Deviation
1 1300.7041060704782 1310.5208856275176 146.80767443120885
2 1100.6322332255488 1279.194523370778 151.8012362909949
3 1200.7280552314126 1270.9247225794516 151.14553345734413
4 1400.8024478585924 1231.2006666474176 138.53667483938275
5 900.6910464806898 1224.8776627238635 153.28474346381756
6 900.6834202083458 1216.2102120019608 150.69301027525157
7 1000.7301029627914 1200.2225638444595 141.71020807384548
8 1100.753823589695 1193.22022518011 150.49873173316485
9 1000.6577830211755 1197.8523971396053 139.14329224015634
10 1000.6679653325511 1217.1770549180787 141.57831176873447
11 1000.7360292251572 1205.5009910580432 154.0309653397562
12 1200.693387381158 1229.8365328245839 150.55419504659605
13 900.6494110864122 1210.18059078359 152.72271652359305
14 900.6654619076992 1204.1736889986878 146.72397743007352
15 1500.7868661280413 1199.830222028009 150.24961278798213
16 1300.8057830725018 1184.522206801787 154.60765339457993
17 900.6058251362725 1181.8782946364631 150.56097681260823
18 1000.6884748497391 1174.2222212292138 153.51333152889325
19 800.5862920719235 1178.556607660981 142.83367113893374
20 1200.7377351987493 1191.1925674977163 142.38482251282034
21 1000.6611136136491 1171.8507986572652 145.80936280355695
22 1000.6705786692526 1173.5300241071297 150.50285954032333
23 900.6871092554499 1156.2169578988558 153.84992493105258
24 1100.7217926532069 1144.1952872403565 154.43063879501744
25 1100.664390630538 1150.8722189607863 158.22636023081466
26 1000.7090673120501 1137.5221600177654 157.67260422759645
27 1000.6733406719441 1140.8214877393264 154.52613000018516
28 900.663641455376 1126.146413501694 139.8866630513507
29 1000.6721616315842 1135.8146224216903 141.95365984908963
30 900.5906929781231 1133.8092625223128 160.302596876675
31 1100.679012684079 1105.8136055902683 136.22067685435135
32 900.5840180548278 1137.793461487761 150.8237481035376
33 701.7791436029025 1116.825544205903 146.57483669109217
34 900.5850765749501 1119.4551551241739 150.75661787242868
35 900.5703720289513 1114.7803537290488 143.12030115233057
36 900.6256264328003 1105.789044348304 150.84066070894076
37 1000.6198752087398 1101.1196549365886 148.24873065747315
38 900.6041005387536 1091.4569174357646 148.08678823384824
39 1000.5942612103848 1079.4573800174805 150.86338425017877
40 1000.6216111009871 1067.0867675732002 133.83176433548658
41 900.5475846101239 1070.7547222205649 141.34672345577533
42 1100.6770437897976 1061.4041148171943 134.9149405639625
43 1000.6235179159502 1067.7528492515983 131.48620966576084
44 1000.6293919666671 1066.0862218368957 128.8803059354492
45 900.5965120767111 1045.4104740548898 126.80609470045513
46 900.6014523142633 1027.398482086069 133.29386841035497
47 1000.6491813697454 1043.741301929773 137.6049316684366
48 900.54135103603 1018.7419436581928 132.9949316003411
49 900.5915496550691 1015.7353335099123 132.47249357005867
50 1000.7184336269778 1002.7026740179083 115.48303342086932
51 800.4922744019485 1005.0245030390205 133.2567376976622
52 800.5679326231968 986.7220735722924 139.8317384289259
53 800.5238641103073 971.0297473110825 138.91654395112965
54 800.5375548163175 980.6974060318962 143.1169900043184
55 800.5386646634148 970.052174573237 134.94632045437606
56 1100.694666616983 944.3613442892664 140.00882048777987
57 700.4807656980546 929.025992104648 135.51266155504177
58 700.4970559782043 913.0305453142662 126.8058427834864
59 900.5954554753707 921.3560633945143 136.3187559244345
60 700.4989599606083 940.34329189384 138.34358699597226
61 700.4567792231775 936.0038879017133 140.35366712597488
62 600.5143726493491 936.3362240667462 133.8171375977922
63 700.4198605479774 911.6815051422001 137.55869296555042
64 900.5828537581075 926.6654985867021 129.87588331779324
65 800.5989425181599 920.3252438017096 146.69498983787528
66 600.4220058284934 887.9886738051183 142.31707082633696
67 600.4434873619676 871.963614734928 140.43407746246464
68 700.5443863994208 847.6129396405827 140.5889253744727
69 700.4711911262492 835.271033265572 134.18818375716288
70 700.4479846172109 825.9408993292789 134.2589820311818
71 700.4789734371423 819.9240169632742 144.79755595100167
72 700.4871458862947 785.9295694856054 132.10346852761774
73 600.4645893293831 797.2605102067859 128.82802390059757
74 700.4730971417082 804.583651155372 121.8881976775742
75 600.4470143743747 805.8942617648215 121.57454950307742
76 1000.6057986421789 801.574543177048 125.86053074115044
77 600.4352250204115 814.5745100096823 131.19979031146138
78 700.4724293288264 810.5791691614606 130.04242465469414
79 900.5305312189596 815.224004073268 131.13911339220013
80 600.4348517613905 806.9061247626811 132.69012062465833
81 600.3874863570006 804.2147638282772 131.25452039395583
82 1000.5301167455624 779.540945479164 126.24837010298428
83 600.3870365322192 778.8660263299445 128.21084299254528
84 800.4837287873678 784.1842344608671 125.60964225577543
85 600.395194829118 775.5363627723835 133.99605434861536
86 400.35846383657014 756.2015070822657 125.4797699864366
87 700.4512040559292 761.5224876247358 122.70864644384375
88 800.4502445047679 743.8561177943668 130.64823615264123
89 500.3269404824465 739.5030210035262 126.72905753306864
90 600.4397793453252 729.8335480491495 112.90855463747967
91 500.3571610400863 722.1551572834152 113.30573458977196
92 700.4267509533039 703.8068671401501 116.88867118885352
93 500.3555468681037 694.8071653840444 118.0713060612045
94 500.39890236418927 694.7896003518961 114.06101411299872
95 700.3879331617995 693.1416978447949 123.92675480731918
96 500.33482652175366 667.4752484351258 121.75644207308241
97 700.399030518197 646.4448276731249 109.35867831065326
98 400.31852027999645 626.7753041026468 101.71676275156189
99 500.3330209263761 621.4475332858914 107.38933357809172
100 400.3217111665348 611.1010819424185 105.33540157771279
run(3) | vehicles(4) | distance(318.5202799964492) | getFitness(400.31852027999645)
Generation | Best_Fitness | Average_Fitness | Deviation
0 1300.7766909187787 1371.826356349039 151.24304237900506
Generation | Best_Fitness | Average_Fitness | Deviation
1 1000.6427624345264 1303.5363564604525 143.07718688152482
2 1200.788680457864 1262.5727160409938 132.5555992512875
3 1200.772245065772 1266.2296702689114 150.9875317091557
4 1200.7106497639504 1228.876416372258 141.97747885312833
5 1000.6693795460542 1221.2112013724595 137.93020523030785
6 1000.7134532605025 1206.869885115942 134.31429849254732
7 900.6410372818981 1216.213639774578 155.27896139546118
8 1000.6235758628958 1209.886331919162 134.2265209575307
9 1100.7278547914916 1214.538384786521 137.5207891642075
10 1100.6827077941148 1229.535397482568 143.68184581074476
11 1200.7860440549964 1223.8663432597734 145.75328430416752
12 900.6084069680384 1210.1942803955003 146.4831566144073
13 1200.705868779636 1188.1673609799732 136.32993081302575
14 1100.7987543098004 1205.8550715344604 147.48827373762194
15 1100.7654156246003 1184.5313656066382 139.17822663790818
16 900.6084069680384 1181.5339000405509 147.300120026198
17 1000.6542832680024 1191.5444027205533 148.03361893664103
18 1000.6978730751243 1188.537304689838 148.1449398373182
19 900.5707143328783 1177.5448063269012 138.5092589692937
20 1000.7345748770725 1202.2020275234188 139.52650587483666
21 1000.6476339349658 1192.1650945189826 148.338282130518
22 1100.7454394347044 1185.1655624960806 146.06051564420716
23 1200.7121232329243 1181.8565620692 151.2695962488869
24 1100.685183375701 1172.821893504836 141.288425554673
25 1400.843111538166 1180.4929084156151 156.7385699497357
26 900.6598735558479 1182.8469924694946 139.8197124152592
27 1000.6686811754897 1194.5253249443572 147.43067241144894
28 900.6298325476638 1178.165845938674 149.54556315824345
29 1000.7043091417273 1178.8317085353706 148.29933822736936
30 1100.6807770803541 1175.1429622324183 147.13055329170766
31 1100.699946629615 1163.8414276901924 138.35770168705787
32 900.6670594773359 1157.1865275140347 140.96670981798613
33 1200.7984487561641 1166.1890662109463 135.67099751237026
34 1000.6719998317079 1169.5175029784632 138.6384515017086
35 900.6670594773359 1183.8638855291586 147.05697366231
36 1100.715962540004 1158.5031440059709 139.48315312467784
37 1000.6830423286239 1175.8214776589725 137.67182358556542
38 1000.7250201682942 1159.4992688874277 141.80634863710037
39 900.6671495792255 1152.8218696377369 136.04036312773806
40 1100.7329765912796 1164.8667422913372 139.16965374916714
41 1200.8456793105534 1161.4912658846877 143.27351937538936
42 1100.7586475471674 1160.82485420725 137.63312448216215
43 1100.7551031838711 1159.132624682033 140.62065300395165
44 1100.7783501427944 1155.1465014602352 142.68131008665245
45 900.6744206391902 1139.802123837022 140.92247641623314
46 1000.6977401155366 1122.494179259053 137.26484596979498
47 1100.703834822002 1124.4941875498182 139.82069525569327
48 1100.7185534390271 1134.4870716254695 149.1434579253859
49 1200.6952372445205 1125.1830732817432 140.63612234339504
50 1100.6410894651165 1123.1634384478843 144.0122528739118
51 1000.6259531778962 1124.8155495487015 148.89328950207454
52 1000.6585648605306 1133.4616577568802 138.6032523380554
53 900.6243791970392 1139.4635519190329 133.57652651212223
54 800.6045800258765 1116.4629379186454 133.14881348518256
55 1100.6961761901025 1101.8020993768712 133.07061933712797
56 1100.6356761354737 1098.4780975084798 145.27724952410105
57 1100.7848045116616 1072.7874919284677 148.84338547434214
58 900.6893688804081 1068.4880671209546 149.8487509124859
59 900.6377531626132 1060.1210953681982 148.59149093908238
60 900.5306311641666 1064.444877549206 138.98120250702297
61 800.5134416552229 1070.7845720302191 152.20082016134344
62 900.6015141638002 1066.10471109976 142.61202061190355
63 900.5302875193291 1047.7643377389554 138.19839456768514
64 1000.6498220606182 1057.0735048587724 143.76102262039444
65 1000.5810430764773 1026.3875866453307 141.60363480997196
66 800.5521732011538 1026.3903750400013 148.52564644542693
67 900.5571266938429 991.3529616241796 131.87717334286742
68 1000.6064802569215 995.3571979496353 159.75593350016462
69 700.5262464527677 972.3643325156535 151.56514907294047
70 700.4753384918537 947.0282173468528 137.9646222182509
71 800.5010312493719 962.3423675972821 145.73371354693867
72 900.4784143660911 966.3280520994488 139.28501595925192
73 900.5819908454196 950.3106126718409 141.82473697229884
74 1000.5712391563442 933.623831079115 127.88100893669152
75 800.4948495413657 938.9831080531602 130.5310048330904
76 700.4202526995385 924.2949570561295 130.96492653768018
77 800.5126321418866 901.6340301256473 120.71625904208112
78 900.5690026074757 909.2803641468468 129.6154137007272
79 800.4710700450788 902.9461615540134 133.56671983371726
80 700.4211563494277 882.5940131590639 129.7035023235865
81 600.4289327917337 889.9212461710424 129.49489176148828
82 700.4677735526693 880.5758970306703 125.20827530782032
83 1000.5224915257999 865.9188528978569 122.7747652217381
84 800.4773953577351 860.9010455254628 120.56425264570366
85 800.454761430782 866.9294185674049 125.35026626384159
86 800.5405800229498 853.9137311958768 125.8016330795203
87 500.37364657357426 855.5868088360605 120.05887710414535
88 600.3821533309226 842.5765561133086 124.7790289263125
89 700.4235971564078 836.890096578676 117.1288613450455
90 800.4522859207732 837.2105562047174 119.12228068259151
91 600.429850350444 827.2136172027174 120.69286901283722
92 800.4520490500375 816.194215098176 112.81053217590075
93 700.4686055701022 805.5277196657391 111.43273926982383
94 600.410932285264 798.8537541851965 118.49756529474274
95 800.4980480731016 804.8382531470558 121.75444700479889
96 600.4270611157307 787.8686079242159 125.12843237393669
97 600.3841966451488 783.52888112973 126.86049439387892
98 700.436484964148 783.5157866802726 129.70940584612666
99 800.4559574708043 759.173172708112 116.7881929093048
100 800.4407100455651 757.8346386325477 123.24364993297887
run(4) | vehicles(5) | distance(373.6465735742577) | getFitness(500.37364657357426)
Generation | Best_Fitness | Average_Fitness | Deviation
0 1200.7439739706779 1384.1595886105572 142.36466776441773
Generation | Best_Fitness | Average_Fitness | Deviation
1 1300.7806622708779 1309.2449900630145 135.57779389308845
2 1100.7005394848757 1267.5862160347315 133.5610614335736
3 1100.6698857025096 1245.2064866393162 144.51219632867867
4 1000.714319878838 1225.8602461336698 140.32257976344584
5 900.6405833076225 1220.200100188733 148.44670796257583
6 1200.7532072747817 1214.5125683943525 140.45688726187217
7 1300.7664966212872 1214.8603048279504 147.71397713210735
8 1200.7094447214802 1213.8575207299098 142.1541408307307
9 1300.815362997192 1218.5341830728053 152.3117087393541
10 1000.6894759169652 1229.5305980072071 148.94253376574406
11 1000.6481105533703 1200.8612372307507 158.13395014877474
12 1100.7301240128506 1199.530625412027 150.57973187451006
13 1100.7412812824991 1206.5101214020979 149.92731697434266
14 1100.7806960309658 1212.527737375687 145.77243059607022
15 1100.7070309705605 1202.5179516397247 155.06879544367004
16 1000.5950692789689 1179.4940595340581 152.59049938868918
17 1300.8217551083858 1181.830296985557 145.65237407140071
18 1100.6561369202711 1182.838889104088 154.55038333262553
19 1100.7080379172426 1179.170294697679 146.2031910747886
20 1100.7478338392673 1186.5149203469693 147.32526725758416
21 1100.6577013505937 1188.1675520584108 145.5681059128301
22 1000.6664397506454 1182.826943123278 141.24720611871103
23 1200.6726340977214 1174.5134247688802 138.6036807410501
24 1100.752197747001 1179.4980014529674 136.69423643609937
25 1100.6970464544088 1180.1652241686538 132.853493160461
26 1100.625324335693 1180.513838262859 146.8503392214064
27 1300.7492191676076 1174.8376605023739 146.5351034976329
28 1000.6867557075899 1171.1714509174917 142.92755298599204
29 1000.6499907488088 1170.4902230155626 147.17850105038426
30 1000.6832634492617 1155.8223688081762 145.66347652759094
31 1100.6536715455504 1155.171621683131 144.325401811255
32 1000.702888459375 1143.824934911666 146.03368014227485
33 1000.5455760018542 1140.1687402268449 143.95168460782202
34 1000.6449204913596 1135.1868768103895 140.67753899237988
35 1000.667103188665 1139.1571507618878 136.7462625545295
36 800.5595688989678 1128.845512871502 137.69845730278655
37 1100.7454649147692 1103.1102000322767 133.3055995894776
38 900.6112226665043 1105.0909074060537 126.06772432795206
39 800.627991945369 1082.7551663716654 135.71541536519908
40 1000.6657438553578 1084.4239728316138 143.44569989280404
41 1000.6492417783941 1085.7669050376846 146.35738519334208
42 900.6210818761912 1067.0805279140095 128.49366169240403
43 1100.6105486055137 1055.076996179646 132.28378532729187
44 800.5709052084273 1040.0647445555658 124.63749654348551
45 1200.702698881718 1028.0261296010174 132.6666685017911
46 900.5467151033463 1012.3597122194917 133.80244531508288
47 900.5893265502446 1001.3539772062867 129.65935999097923
48 800.5356400795085 965.6717933226643 130.19975688346958
49 800.4661294911053 957.0262111808835 132.97654040338455
50 900.5602923701133 955.9825698276223 143.59930881387461
51 800.5353399982929 925.9472378096285 137.01488025552908
52 800.4852447841166 909.6050561886777 135.79396162114148
53 800.4787254841418 897.2583281217558 127.00625442306301
54 700.436838558674 886.6008588717292 131.72839497095347
55 900.4913900091581 876.923300869966 133.74918072737862
56 800.5303103115012 858.5745099650011 134.08341966629484
57 600.4004957558176 835.5488611814734 134.22735561034116
58 800.5074924049912 826.5403537839874 129.87312997107986
59 700.4673587852845 783.8523862588028 117.13946986990778
60 700.3981836866967 760.8429000869543 107.67202089004725
61 700.4086857598361 764.161936269265 107.03185481818113
62 600.3550830352648 752.4880965652658 119.32363120425623
63 700.3933782923766 739.8180221595754 106.10189002753926
64 500.35315667774904 736.471388408867 113.03323632093557
65 800.4123482676829 728.4839939061402 110.86052275043667
66 500.35220380895277 729.8150872391062 123.35855876271403
67 700.4176910837657 715.4749883700514 104.62252270531235
68 600.3655820756485 721.1599429700552 119.9197356490596
69 600.3764108906662 715.149583680992 120.53525851696088
70 600.3887997087785 699.1293281795492 111.67593724140056
71 500.3185785554998 703.4570870578349 115.32711065951379
72 500.3175850457663 690.8018378974385 122.54363264534861
73 500.31855889269144 683.1171398392491 116.23904677543817
74 500.3358193575949 663.1199945391011 119.25039240667651
75 500.3625509915585 659.1147515725617 114.46744450726898
76 600.3565711374697 650.7732256668029 123.4869094633246
77 500.3415763935247 629.7529264682223 107.77217646874848
78 500.3149665335442 614.7656824825499 103.14118690102927
79 500.321840620648 591.4084049305244 98.10515888115796
80 500.321840620648 570.4052178090027 98.88219519601621
81 500.31563875829767 553.3833295702053 85.43005394376321
82 400.28880715729883 542.0518663730315 94.3759005933655
83 400.2843609822687 520.7147324977987 100.50554749423091
84 400.2843609822687 505.03144539480513 100.94760970970526
85 400.2892000610916 498.017324185354 113.62838382868688
86 400.2843564151462 464.6859231285461 93.66752330160645
87 300.24821495585246 437.00112459916454 87.9294798297284
88 400.2831841659409 442.0023323063606 104.15835900138096
89 400.2844540400032 430.6548611361895 119.41953087740397
90 300.24821495585246 398.981317215012 108.37064659790208
91 300.24821495585246 351.62981024970026 105.11772708224524
92 300.24821495585246 316.61669253657385 59.78392679890351
93 300.24821495585246 313.28453843150675 72.16932054793003
94 300.24821495585246 322.95782223315007 93.6549509193316
95 300.24821495585246 320.94730246815755 79.07562564153558
